file,original_label,teacher_pred_class,teacher_happy_prob,teacher_confidence,top2_predictions,retained,filter_reason
happy_cand_00434.png,happy,neutral,0.0715,0.6106,"neutral(0.61), sad(0.12)",False,Teacher predicted 'neutral' (0.611)
happy_cand_00435.png,happy,neutral,0.203,0.3836,"neutral(0.38), happy(0.20)",False,Teacher predicted 'neutral' (0.384)
happy_cand_00436.png,happy,happy,0.6231,0.6231,"happy(0.62), neutral(0.20)",False,Low Happy probability (0.623 < 0.7)
happy_cand_00437.png,happy,happy,0.379,0.379,"happy(0.38), angry(0.27)",False,Low Happy probability (0.379 < 0.7)
happy_cand_00438.png,happy,happy,0.5581,0.5581,"happy(0.56), neutral(0.18)",False,Low Happy probability (0.558 < 0.7)
happy_cand_00439.png,happy,surprise,0.1534,0.408,"surprise(0.41), happy(0.15)",False,Teacher predicted 'surprise' (0.408)
happy_cand_00440.png,happy,neutral,0.0175,0.4375,"neutral(0.44), sad(0.25)",False,Teacher predicted 'neutral' (0.438)
happy_cand_00441.png,happy,neutral,0.1858,0.6136,"neutral(0.61), happy(0.19)",False,Teacher predicted 'neutral' (0.614)
happy_cand_00442.png,happy,neutral,0.1519,0.3538,"neutral(0.35), happy(0.15)",False,Teacher predicted 'neutral' (0.354)
happy_cand_00443.png,happy,neutral,0.1036,0.4591,"neutral(0.46), angry(0.13)",False,Teacher predicted 'neutral' (0.459)
happy_cand_00444.png,happy,happy,0.6881,0.6881,"happy(0.69), neutral(0.18)",False,Low Happy probability (0.688 < 0.7)
happy_cand_00445.png,happy,happy,0.7082,0.7082,"happy(0.71), neutral(0.16)",True,Accepted
happy_cand_00446.png,happy,happy,0.7153,0.7153,"happy(0.72), neutral(0.14)",True,Accepted
happy_cand_00447.png,happy,sad,0.2153,0.2793,"sad(0.28), happy(0.22)",False,Teacher predicted 'sad' (0.279)
happy_cand_00448.png,happy,happy,0.678,0.678,"happy(0.68), neutral(0.12)",False,Low Happy probability (0.678 < 0.7)
happy_cand_00449.png,happy,happy,0.7274,0.7274,"happy(0.73), disgust(0.08)",True,Accepted
happy_cand_00450.png,happy,happy,0.6127,0.6127,"happy(0.61), neutral(0.15)",False,Low Happy probability (0.613 < 0.7)
happy_cand_00451.png,happy,happy,0.6902,0.6902,"happy(0.69), neutral(0.16)",False,Low Happy probability (0.690 < 0.7)
happy_cand_00452.png,happy,happy,0.8638,0.8638,"happy(0.86), disgust(0.05)",True,Accepted
happy_cand_00453.png,happy,angry,0.2188,0.2458,"angry(0.25), happy(0.22)",False,Teacher predicted 'angry' (0.246)
happy_cand_00454.png,happy,happy,0.4122,0.4122,"happy(0.41), neutral(0.28)",False,Low Happy probability (0.412 < 0.7)
happy_cand_00455.png,happy,happy,0.7543,0.7543,"happy(0.75), neutral(0.13)",True,Accepted
happy_cand_00456.png,happy,happy,0.7992,0.7992,"happy(0.80), disgust(0.06)",True,Accepted
happy_cand_00457.png,happy,happy,0.4343,0.4343,"happy(0.43), neutral(0.26)",False,Low Happy probability (0.434 < 0.7)
happy_cand_00458.png,happy,happy,0.8607,0.8607,"happy(0.86), disgust(0.06)",True,Accepted
happy_cand_00459.png,happy,neutral,0.1024,0.4272,"neutral(0.43), angry(0.15)",False,Teacher predicted 'neutral' (0.427)
happy_cand_00460.png,happy,happy,0.5644,0.5644,"happy(0.56), neutral(0.29)",False,Low Happy probability (0.564 < 0.7)
happy_cand_00461.png,happy,angry,0.293,0.3948,"angry(0.39), happy(0.29)",False,Teacher predicted 'angry' (0.395)
happy_cand_00462.png,happy,neutral,0.4024,0.4553,"neutral(0.46), happy(0.40)",False,Teacher predicted 'neutral' (0.455)
happy_cand_00463.png,happy,neutral,0.2135,0.3668,"neutral(0.37), happy(0.21)",False,Teacher predicted 'neutral' (0.367)
happy_cand_00464.png,happy,happy,0.8271,0.8271,"happy(0.83), disgust(0.06)",True,Accepted
happy_cand_00465.png,happy,happy,0.7439,0.7439,"happy(0.74), disgust(0.09)",True,Accepted
happy_cand_00466.png,happy,neutral,0.2802,0.5677,"neutral(0.57), happy(0.28)",False,Teacher predicted 'neutral' (0.568)
happy_cand_00467.png,happy,happy,0.6951,0.6951,"happy(0.70), neutral(0.14)",False,Low Happy probability (0.695 < 0.7)
happy_cand_00468.png,happy,happy,0.5084,0.5084,"happy(0.51), neutral(0.15)",False,Low Happy probability (0.508 < 0.7)
happy_cand_00469.png,happy,happy,0.779,0.779,"happy(0.78), neutral(0.08)",True,Accepted
happy_cand_00470.png,happy,neutral,0.1117,0.6928,"neutral(0.69), happy(0.11)",False,Teacher predicted 'neutral' (0.693)
happy_cand_00471.png,happy,happy,0.7501,0.7501,"happy(0.75), angry(0.13)",True,Accepted
happy_cand_00472.png,happy,happy,0.4542,0.4542,"happy(0.45), neutral(0.35)",False,Low Happy probability (0.454 < 0.7)
happy_cand_00473.png,happy,happy,0.8054,0.8054,"happy(0.81), disgust(0.08)",True,Accepted
happy_cand_00474.png,happy,happy,0.404,0.404,"happy(0.40), neutral(0.34)",False,Low Happy probability (0.404 < 0.7)
happy_cand_00475.png,happy,happy,0.6509,0.6509,"happy(0.65), angry(0.19)",False,Low Happy probability (0.651 < 0.7)
happy_cand_00476.png,happy,neutral,0.0935,0.6968,"neutral(0.70), happy(0.09)",False,Teacher predicted 'neutral' (0.697)
happy_cand_00477.png,happy,happy,0.4159,0.4159,"happy(0.42), neutral(0.29)",False,Low Happy probability (0.416 < 0.7)
happy_cand_00478.png,happy,neutral,0.0257,0.3712,"neutral(0.37), angry(0.22)",False,Teacher predicted 'neutral' (0.371)
happy_cand_00479.png,happy,happy,0.6222,0.6222,"happy(0.62), neutral(0.19)",False,Low Happy probability (0.622 < 0.7)
happy_cand_00480.png,happy,neutral,0.0753,0.774,"neutral(0.77), happy(0.08)",False,Teacher predicted 'neutral' (0.774)
happy_cand_00481.png,happy,happy,0.63,0.63,"happy(0.63), angry(0.14)",False,Low Happy probability (0.630 < 0.7)
happy_cand_00482.png,happy,happy,0.3996,0.3996,"happy(0.40), fear(0.14)",False,Low Happy probability (0.400 < 0.7)
happy_cand_00483.png,happy,angry,0.3272,0.4819,"angry(0.48), happy(0.33)",False,Teacher predicted 'angry' (0.482)
happy_cand_00484.png,happy,neutral,0.1926,0.4351,"neutral(0.44), happy(0.19)",False,Teacher predicted 'neutral' (0.435)
happy_cand_00485.png,happy,happy,0.5581,0.5581,"happy(0.56), neutral(0.22)",False,Low Happy probability (0.558 < 0.7)
happy_cand_00486.png,happy,happy,0.6534,0.6534,"happy(0.65), angry(0.12)",False,Low Happy probability (0.653 < 0.7)
happy_cand_00487.png,happy,neutral,0.0787,0.2928,"neutral(0.29), angry(0.21)",False,Teacher predicted 'neutral' (0.293)
happy_cand_00488.png,happy,happy,0.8127,0.8127,"happy(0.81), disgust(0.07)",True,Accepted
happy_cand_00489.png,happy,happy,0.4921,0.4921,"happy(0.49), neutral(0.20)",False,Low Happy probability (0.492 < 0.7)
happy_cand_00490.png,happy,disgust,0.0859,0.5,"disgust(0.50), angry(0.29)",False,Teacher predicted 'disgust' (0.500)
happy_cand_00491.png,happy,happy,0.57,0.57,"happy(0.57), neutral(0.25)",False,Low Happy probability (0.570 < 0.7)
happy_cand_00492.png,happy,neutral,0.0291,0.5411,"neutral(0.54), angry(0.22)",False,Teacher predicted 'neutral' (0.541)
happy_cand_00493.png,happy,neutral,0.0149,0.3537,"neutral(0.35), sad(0.34)",False,Teacher predicted 'neutral' (0.354)
happy_cand_00494.png,happy,happy,0.2592,0.2592,"happy(0.26), disgust(0.17)",False,Low Happy probability (0.259 < 0.7)
happy_cand_00495.png,happy,angry,0.0472,0.5536,"angry(0.55), neutral(0.15)",False,Teacher predicted 'angry' (0.554)
happy_cand_00496.png,happy,happy,0.7097,0.7097,"happy(0.71), disgust(0.10)",True,Accepted
happy_cand_00497.png,happy,happy,0.2515,0.2515,"happy(0.25), angry(0.24)",False,Low Happy probability (0.252 < 0.7)
happy_cand_00498.png,happy,happy,0.6621,0.6621,"happy(0.66), surprise(0.10)",False,Low Happy probability (0.662 < 0.7)
happy_cand_00499.png,happy,happy,0.5624,0.5624,"happy(0.56), neutral(0.24)",False,Low Happy probability (0.562 < 0.7)
happy_cand_00500.png,happy,neutral,0.065,0.7391,"neutral(0.74), angry(0.09)",False,Teacher predicted 'neutral' (0.739)
happy_cand_00501.png,happy,happy,0.4352,0.4352,"happy(0.44), surprise(0.25)",False,Low Happy probability (0.435 < 0.7)
happy_cand_00502.png,happy,neutral,0.0915,0.4233,"neutral(0.42), surprise(0.15)",False,Teacher predicted 'neutral' (0.423)
happy_cand_00503.png,happy,happy,0.6965,0.6965,"happy(0.70), neutral(0.11)",False,Low Happy probability (0.697 < 0.7)
happy_cand_00504.png,happy,angry,0.1792,0.5704,"angry(0.57), happy(0.18)",False,Teacher predicted 'angry' (0.570)
happy_cand_00505.png,happy,sad,0.0534,0.332,"sad(0.33), neutral(0.31)",False,Teacher predicted 'sad' (0.332)
happy_cand_00506.png,happy,neutral,0.1636,0.4477,"neutral(0.45), happy(0.16)",False,Teacher predicted 'neutral' (0.448)
happy_cand_00507.png,happy,happy,0.7794,0.7794,"happy(0.78), neutral(0.09)",True,Accepted
happy_cand_00508.png,happy,angry,0.1882,0.4577,"angry(0.46), happy(0.19)",False,Teacher predicted 'angry' (0.458)
happy_cand_00509.png,happy,happy,0.6359,0.6359,"happy(0.64), angry(0.10)",False,Low Happy probability (0.636 < 0.7)
happy_cand_00510.png,happy,happy,0.4056,0.4056,"happy(0.41), neutral(0.33)",False,Low Happy probability (0.406 < 0.7)
happy_cand_00511.png,happy,happy,0.6637,0.6637,"happy(0.66), neutral(0.19)",False,Low Happy probability (0.664 < 0.7)
happy_cand_00512.png,happy,happy,0.3287,0.3287,"happy(0.33), neutral(0.32)",False,Low Happy probability (0.329 < 0.7)
happy_cand_00513.png,happy,happy,0.8316,0.8316,"happy(0.83), disgust(0.07)",True,Accepted
happy_cand_00514.png,happy,happy,0.8181,0.8181,"happy(0.82), disgust(0.07)",True,Accepted
happy_cand_00515.png,happy,happy,0.8315,0.8315,"happy(0.83), disgust(0.06)",True,Accepted
happy_cand_00516.png,happy,neutral,0.0791,0.4921,"neutral(0.49), sad(0.20)",False,Teacher predicted 'neutral' (0.492)
happy_cand_00517.png,happy,neutral,0.357,0.3831,"neutral(0.38), happy(0.36)",False,Teacher predicted 'neutral' (0.383)
happy_cand_00518.png,happy,neutral,0.2175,0.6627,"neutral(0.66), happy(0.22)",False,Teacher predicted 'neutral' (0.663)
happy_cand_00519.png,happy,neutral,0.0429,0.6746,"neutral(0.67), sad(0.13)",False,Teacher predicted 'neutral' (0.675)
happy_cand_00520.png,happy,happy,0.8206,0.8206,"happy(0.82), disgust(0.07)",True,Accepted
happy_cand_00521.png,happy,neutral,0.0595,0.7643,"neutral(0.76), happy(0.06)",False,Teacher predicted 'neutral' (0.764)
happy_cand_00522.png,happy,neutral,0.0722,0.612,"neutral(0.61), sad(0.16)",False,Teacher predicted 'neutral' (0.612)
happy_cand_00523.png,happy,neutral,0.2374,0.5871,"neutral(0.59), happy(0.24)",False,Teacher predicted 'neutral' (0.587)
happy_cand_00524.png,happy,happy,0.7362,0.7362,"happy(0.74), neutral(0.14)",True,Accepted
happy_cand_00525.png,happy,neutral,0.2978,0.4152,"neutral(0.42), happy(0.30)",False,Teacher predicted 'neutral' (0.415)
happy_cand_00526.png,happy,neutral,0.023,0.4371,"neutral(0.44), angry(0.17)",False,Teacher predicted 'neutral' (0.437)
happy_cand_00527.png,happy,happy,0.7822,0.7822,"happy(0.78), disgust(0.08)",True,Accepted
happy_cand_00528.png,happy,happy,0.8001,0.8001,"happy(0.80), neutral(0.08)",True,Accepted
happy_cand_00529.png,happy,angry,0.1787,0.2696,"angry(0.27), happy(0.18)",False,Teacher predicted 'angry' (0.270)
happy_cand_00530.png,happy,neutral,0.2026,0.6454,"neutral(0.65), happy(0.20)",False,Teacher predicted 'neutral' (0.645)
happy_cand_00531.png,happy,angry,0.0315,0.4084,"angry(0.41), disgust(0.32)",False,Teacher predicted 'angry' (0.408)
happy_cand_00532.png,happy,happy,0.4209,0.4209,"happy(0.42), sad(0.19)",False,Low Happy probability (0.421 < 0.7)
happy_cand_00533.png,happy,happy,0.4088,0.4088,"happy(0.41), neutral(0.20)",False,Low Happy probability (0.409 < 0.7)
happy_cand_00534.png,happy,happy,0.6261,0.6261,"happy(0.63), neutral(0.20)",False,Low Happy probability (0.626 < 0.7)
happy_cand_00535.png,happy,sad,0.0789,0.3779,"sad(0.38), neutral(0.20)",False,Teacher predicted 'sad' (0.378)
happy_cand_00536.png,happy,happy,0.5026,0.5026,"happy(0.50), neutral(0.35)",False,Low Happy probability (0.503 < 0.7)
happy_cand_00537.png,happy,happy,0.7437,0.7437,"happy(0.74), disgust(0.08)",True,Accepted
happy_cand_00538.png,happy,happy,0.2946,0.2946,"happy(0.29), angry(0.21)",False,Low Happy probability (0.295 < 0.7)
happy_cand_00539.png,happy,neutral,0.1115,0.4238,"neutral(0.42), disgust(0.18)",False,Teacher predicted 'neutral' (0.424)
happy_cand_00540.png,happy,neutral,0.0415,0.5789,"neutral(0.58), sad(0.15)",False,Teacher predicted 'neutral' (0.579)
happy_cand_00541.png,happy,neutral,0.219,0.4454,"neutral(0.45), happy(0.22)",False,Teacher predicted 'neutral' (0.445)
happy_cand_00543.png,happy,angry,0.1514,0.6264,"angry(0.63), happy(0.15)",False,Teacher predicted 'angry' (0.626)
happy_cand_00544.png,happy,happy,0.5805,0.5805,"happy(0.58), neutral(0.26)",False,Low Happy probability (0.580 < 0.7)
happy_cand_00545.png,happy,happy,0.7494,0.7494,"happy(0.75), disgust(0.08)",True,Accepted
happy_cand_00546.png,happy,happy,0.4562,0.4562,"happy(0.46), neutral(0.23)",False,Low Happy probability (0.456 < 0.7)
happy_cand_00547.png,happy,happy,0.7878,0.7878,"happy(0.79), disgust(0.08)",True,Accepted
happy_cand_00548.png,happy,happy,0.465,0.465,"happy(0.47), neutral(0.16)",False,Low Happy probability (0.465 < 0.7)
happy_cand_00549.png,happy,happy,0.6247,0.6247,"happy(0.62), neutral(0.24)",False,Low Happy probability (0.625 < 0.7)
happy_cand_00550.png,happy,neutral,0.1787,0.4394,"neutral(0.44), happy(0.18)",False,Teacher predicted 'neutral' (0.439)
happy_cand_00551.png,happy,happy,0.7509,0.7509,"happy(0.75), disgust(0.09)",True,Accepted
happy_cand_00552.png,happy,happy,0.7594,0.7594,"happy(0.76), disgust(0.08)",True,Accepted
happy_cand_00553.png,happy,happy,0.5108,0.5108,"happy(0.51), neutral(0.20)",False,Low Happy probability (0.511 < 0.7)
happy_cand_00554.png,happy,neutral,0.2173,0.4902,"neutral(0.49), happy(0.22)",False,Teacher predicted 'neutral' (0.490)
happy_cand_00555.png,happy,happy,0.563,0.563,"happy(0.56), surprise(0.18)",False,Low Happy probability (0.563 < 0.7)
happy_cand_00556.png,happy,happy,0.7481,0.7481,"happy(0.75), disgust(0.08)",True,Accepted
happy_cand_00557.png,happy,neutral,0.2145,0.5748,"neutral(0.57), happy(0.21)",False,Teacher predicted 'neutral' (0.575)
happy_cand_00558.png,happy,happy,0.4637,0.4637,"happy(0.46), neutral(0.26)",False,Low Happy probability (0.464 < 0.7)
happy_cand_00559.png,happy,happy,0.8257,0.8257,"happy(0.83), disgust(0.08)",True,Accepted
happy_cand_00560.png,happy,happy,0.5066,0.5066,"happy(0.51), neutral(0.31)",False,Low Happy probability (0.507 < 0.7)
happy_cand_00561.png,happy,happy,0.833,0.833,"happy(0.83), disgust(0.08)",True,Accepted
happy_cand_00562.png,happy,happy,0.7367,0.7367,"happy(0.74), disgust(0.12)",True,Accepted
happy_cand_00563.png,happy,happy,0.8139,0.8139,"happy(0.81), disgust(0.06)",True,Accepted
happy_cand_00564.png,happy,happy,0.7736,0.7736,"happy(0.77), disgust(0.09)",True,Accepted
happy_cand_00565.png,happy,happy,0.7695,0.7695,"happy(0.77), disgust(0.09)",True,Accepted
happy_cand_00566.png,happy,neutral,0.1367,0.4648,"neutral(0.46), sad(0.15)",False,Teacher predicted 'neutral' (0.465)
happy_cand_00567.png,happy,happy,0.7636,0.7636,"happy(0.76), neutral(0.12)",True,Accepted
happy_cand_00568.png,happy,happy,0.8125,0.8125,"happy(0.81), disgust(0.09)",True,Accepted
happy_cand_00569.png,happy,happy,0.546,0.546,"happy(0.55), neutral(0.17)",False,Low Happy probability (0.546 < 0.7)
happy_cand_00570.png,happy,neutral,0.3449,0.4172,"neutral(0.42), happy(0.34)",False,Teacher predicted 'neutral' (0.417)
happy_cand_00571.png,happy,happy,0.5135,0.5135,"happy(0.51), neutral(0.27)",False,Low Happy probability (0.514 < 0.7)
happy_cand_00572.png,happy,neutral,0.1205,0.4321,"neutral(0.43), sad(0.27)",False,Teacher predicted 'neutral' (0.432)
happy_cand_00573.png,happy,happy,0.7051,0.7051,"happy(0.71), neutral(0.12)",True,Accepted
happy_cand_00574.png,happy,happy,0.7462,0.7462,"happy(0.75), disgust(0.10)",True,Accepted
happy_cand_00575.png,happy,neutral,0.0204,0.6802,"neutral(0.68), sad(0.17)",False,Teacher predicted 'neutral' (0.680)
happy_cand_00576.png,happy,happy,0.722,0.722,"happy(0.72), disgust(0.11)",True,Accepted
happy_cand_00577.png,happy,happy,0.6944,0.6944,"happy(0.69), neutral(0.19)",False,Low Happy probability (0.694 < 0.7)
happy_cand_00578.png,happy,neutral,0.1456,0.4197,"neutral(0.42), happy(0.15)",False,Teacher predicted 'neutral' (0.420)
happy_cand_00579.png,happy,happy,0.7186,0.7186,"happy(0.72), disgust(0.08)",True,Accepted
happy_cand_00580.png,happy,happy,0.622,0.622,"happy(0.62), neutral(0.12)",False,Low Happy probability (0.622 < 0.7)
happy_cand_00581.png,happy,neutral,0.2929,0.3711,"neutral(0.37), happy(0.29)",False,Teacher predicted 'neutral' (0.371)
happy_cand_00582.png,happy,neutral,0.0708,0.4312,"neutral(0.43), sad(0.15)",False,Teacher predicted 'neutral' (0.431)
happy_cand_00583.png,happy,happy,0.7899,0.7899,"happy(0.79), angry(0.08)",True,Accepted
happy_cand_00584.png,happy,happy,0.6946,0.6946,"happy(0.69), sad(0.08)",False,Low Happy probability (0.695 < 0.7)
happy_cand_00585.png,happy,neutral,0.222,0.412,"neutral(0.41), happy(0.22)",False,Teacher predicted 'neutral' (0.412)
happy_cand_00586.png,happy,happy,0.7842,0.7842,"happy(0.78), disgust(0.07)",True,Accepted
happy_cand_00587.png,happy,happy,0.7711,0.7711,"happy(0.77), disgust(0.09)",True,Accepted
happy_cand_00588.png,happy,happy,0.7739,0.7739,"happy(0.77), disgust(0.09)",True,Accepted
happy_cand_00589.png,happy,happy,0.8509,0.8509,"happy(0.85), disgust(0.08)",True,Accepted
happy_cand_00590.png,happy,happy,0.4838,0.4838,"happy(0.48), neutral(0.16)",False,Low Happy probability (0.484 < 0.7)
happy_cand_00591.png,happy,happy,0.8526,0.8526,"happy(0.85), disgust(0.08)",True,Accepted
happy_cand_00592.png,happy,happy,0.6575,0.6575,"happy(0.66), disgust(0.09)",False,Low Happy probability (0.657 < 0.7)
happy_cand_00593.png,happy,happy,0.7499,0.7499,"happy(0.75), disgust(0.10)",True,Accepted
happy_cand_00594.png,happy,happy,0.491,0.491,"happy(0.49), neutral(0.35)",False,Low Happy probability (0.491 < 0.7)
happy_cand_00595.png,happy,happy,0.6872,0.6872,"happy(0.69), disgust(0.09)",False,Low Happy probability (0.687 < 0.7)
happy_cand_00596.png,happy,happy,0.8091,0.8091,"happy(0.81), disgust(0.08)",True,Accepted
happy_cand_00597.png,happy,sad,0.0323,0.3534,"sad(0.35), neutral(0.30)",False,Teacher predicted 'sad' (0.353)
happy_cand_00598.png,happy,neutral,0.0237,0.4587,"neutral(0.46), sad(0.31)",False,Teacher predicted 'neutral' (0.459)
happy_cand_00599.png,happy,happy,0.8054,0.8054,"happy(0.81), disgust(0.07)",True,Accepted
happy_cand_00600.png,happy,happy,0.7297,0.7297,"happy(0.73), disgust(0.07)",True,Accepted
happy_cand_00601.png,happy,angry,0.0245,0.4954,"angry(0.50), neutral(0.33)",False,Teacher predicted 'angry' (0.495)
happy_cand_00602.png,happy,happy,0.4376,0.4376,"happy(0.44), neutral(0.41)",False,Low Happy probability (0.438 < 0.7)
happy_cand_00603.png,happy,happy,0.7425,0.7425,"happy(0.74), disgust(0.08)",True,Accepted
happy_cand_00604.png,happy,happy,0.47,0.47,"happy(0.47), neutral(0.22)",False,Low Happy probability (0.470 < 0.7)
happy_cand_00605.png,happy,sad,0.0392,0.4449,"sad(0.44), neutral(0.21)",False,Teacher predicted 'sad' (0.445)
happy_cand_00606.png,happy,happy,0.8102,0.8102,"happy(0.81), disgust(0.08)",True,Accepted
happy_cand_00607.png,happy,happy,0.6906,0.6906,"happy(0.69), disgust(0.09)",False,Low Happy probability (0.691 < 0.7)
happy_cand_00608.png,happy,happy,0.7784,0.7784,"happy(0.78), disgust(0.07)",True,Accepted
happy_cand_00609.png,happy,happy,0.4163,0.4163,"happy(0.42), neutral(0.32)",False,Low Happy probability (0.416 < 0.7)
happy_cand_00611.png,happy,happy,0.6925,0.6925,"happy(0.69), neutral(0.13)",False,Low Happy probability (0.693 < 0.7)
happy_cand_00612.png,happy,happy,0.7287,0.7287,"happy(0.73), neutral(0.12)",True,Accepted
happy_cand_00613.png,happy,happy,0.6907,0.6907,"happy(0.69), neutral(0.18)",False,Low Happy probability (0.691 < 0.7)
happy_cand_00614.png,happy,happy,0.7931,0.7931,"happy(0.79), disgust(0.11)",True,Accepted
happy_cand_00615.png,happy,happy,0.7579,0.7579,"happy(0.76), neutral(0.10)",True,Accepted
happy_cand_00616.png,happy,happy,0.8427,0.8427,"happy(0.84), disgust(0.07)",True,Accepted
happy_cand_00617.png,happy,happy,0.6861,0.6861,"happy(0.69), neutral(0.12)",False,Low Happy probability (0.686 < 0.7)
happy_cand_00618.png,happy,happy,0.7316,0.7316,"happy(0.73), disgust(0.08)",True,Accepted
happy_cand_00619.png,happy,happy,0.8285,0.8285,"happy(0.83), disgust(0.08)",True,Accepted
happy_cand_00620.png,happy,happy,0.7829,0.7829,"happy(0.78), disgust(0.08)",True,Accepted
happy_cand_00621.png,happy,neutral,0.0212,0.7555,"neutral(0.76), sad(0.08)",False,Teacher predicted 'neutral' (0.755)
happy_cand_00622.png,happy,neutral,0.3363,0.5146,"neutral(0.51), happy(0.34)",False,Teacher predicted 'neutral' (0.515)
happy_cand_00623.png,happy,happy,0.5797,0.5797,"happy(0.58), neutral(0.33)",False,Low Happy probability (0.580 < 0.7)
happy_cand_00624.png,happy,neutral,0.3445,0.4418,"neutral(0.44), happy(0.34)",False,Teacher predicted 'neutral' (0.442)
happy_cand_00625.png,happy,happy,0.626,0.626,"happy(0.63), neutral(0.20)",False,Low Happy probability (0.626 < 0.7)
happy_cand_00626.png,happy,happy,0.6014,0.6014,"happy(0.60), angry(0.17)",False,Low Happy probability (0.601 < 0.7)
happy_cand_00627.png,happy,happy,0.8136,0.8136,"happy(0.81), disgust(0.08)",True,Accepted
happy_cand_00628.png,happy,neutral,0.1757,0.5304,"neutral(0.53), happy(0.18)",False,Teacher predicted 'neutral' (0.530)
happy_cand_00629.png,happy,happy,0.4939,0.4939,"happy(0.49), disgust(0.25)",False,Low Happy probability (0.494 < 0.7)
happy_cand_00630.png,happy,happy,0.7828,0.7828,"happy(0.78), disgust(0.09)",True,Accepted
happy_cand_00631.png,happy,happy,0.803,0.803,"happy(0.80), neutral(0.07)",True,Accepted
happy_cand_00632.png,happy,happy,0.779,0.779,"happy(0.78), neutral(0.08)",True,Accepted
happy_cand_00633.png,happy,happy,0.419,0.419,"happy(0.42), neutral(0.23)",False,Low Happy probability (0.419 < 0.7)
happy_cand_00634.png,happy,sad,0.1747,0.2648,"sad(0.26), neutral(0.26)",False,Teacher predicted 'sad' (0.265)
happy_cand_00635.png,happy,happy,0.4106,0.4106,"happy(0.41), disgust(0.18)",False,Low Happy probability (0.411 < 0.7)
happy_cand_00636.png,happy,happy,0.5919,0.5919,"happy(0.59), disgust(0.10)",False,Low Happy probability (0.592 < 0.7)
happy_cand_00637.png,happy,happy,0.674,0.674,"happy(0.67), neutral(0.21)",False,Low Happy probability (0.674 < 0.7)
happy_cand_00638.png,happy,happy,0.7725,0.7725,"happy(0.77), disgust(0.10)",True,Accepted
happy_cand_00639.png,happy,happy,0.6945,0.6945,"happy(0.69), neutral(0.12)",False,Low Happy probability (0.694 < 0.7)
happy_cand_00640.png,happy,happy,0.8247,0.8247,"happy(0.82), disgust(0.08)",True,Accepted
happy_cand_00641.png,happy,neutral,0.1905,0.3631,"neutral(0.36), happy(0.19)",False,Teacher predicted 'neutral' (0.363)
happy_cand_00642.png,happy,happy,0.7229,0.7229,"happy(0.72), surprise(0.08)",True,Accepted
happy_cand_00643.png,happy,neutral,0.0973,0.6966,"neutral(0.70), happy(0.10)",False,Teacher predicted 'neutral' (0.697)
happy_cand_00644.png,happy,happy,0.7843,0.7843,"happy(0.78), disgust(0.08)",True,Accepted
happy_cand_00645.png,happy,happy,0.619,0.619,"happy(0.62), neutral(0.21)",False,Low Happy probability (0.619 < 0.7)
happy_cand_00646.png,happy,happy,0.8125,0.8125,"happy(0.81), disgust(0.07)",True,Accepted
happy_cand_00647.png,happy,happy,0.7685,0.7685,"happy(0.77), angry(0.08)",True,Accepted
happy_cand_00648.png,happy,sad,0.1335,0.2889,"sad(0.29), neutral(0.21)",False,Teacher predicted 'sad' (0.289)
happy_cand_00649.png,happy,happy,0.6193,0.6193,"happy(0.62), angry(0.15)",False,Low Happy probability (0.619 < 0.7)
happy_cand_00650.png,happy,happy,0.8419,0.8419,"happy(0.84), disgust(0.07)",True,Accepted
happy_cand_00651.png,happy,disgust,0.0048,0.8072,"disgust(0.81), angry(0.16)",False,Teacher predicted 'disgust' (0.807)
happy_cand_00652.png,happy,neutral,0.0497,0.4532,"neutral(0.45), sad(0.23)",False,Teacher predicted 'neutral' (0.453)
happy_cand_00653.png,happy,neutral,0.0497,0.3639,"neutral(0.36), angry(0.32)",False,Teacher predicted 'neutral' (0.364)
happy_cand_00654.png,happy,fear,0.1204,0.3633,"fear(0.36), sad(0.17)",False,Teacher predicted 'fear' (0.363)
happy_cand_00655.png,happy,neutral,0.0643,0.6037,"neutral(0.60), angry(0.12)",False,Teacher predicted 'neutral' (0.604)
happy_cand_00656.png,happy,happy,0.6781,0.6781,"happy(0.68), neutral(0.21)",False,Low Happy probability (0.678 < 0.7)
happy_cand_00657.png,happy,neutral,0.1905,0.5601,"neutral(0.56), happy(0.19)",False,Teacher predicted 'neutral' (0.560)
happy_cand_00658.png,happy,happy,0.7708,0.7708,"happy(0.77), neutral(0.06)",True,Accepted
happy_cand_00659.png,happy,neutral,0.0622,0.4021,"neutral(0.40), sad(0.34)",False,Teacher predicted 'neutral' (0.402)
happy_cand_00660.png,happy,happy,0.7722,0.7722,"happy(0.77), disgust(0.08)",True,Accepted
happy_cand_00661.png,happy,happy,0.7185,0.7185,"happy(0.72), disgust(0.08)",True,Accepted
happy_cand_00662.png,happy,happy,0.8519,0.8519,"happy(0.85), disgust(0.08)",True,Accepted
happy_cand_00663.png,happy,happy,0.7867,0.7867,"happy(0.79), neutral(0.08)",True,Accepted
happy_cand_00664.png,happy,happy,0.673,0.673,"happy(0.67), neutral(0.09)",False,Low Happy probability (0.673 < 0.7)
happy_cand_00665.png,happy,angry,0.1245,0.3839,"angry(0.38), disgust(0.13)",False,Teacher predicted 'angry' (0.384)
happy_cand_00666.png,happy,neutral,0.1084,0.2976,"neutral(0.30), sad(0.30)",False,Teacher predicted 'neutral' (0.298)
